CPU Usage (%)
0.88
0.81
0.79
0.83
0.78
0.79
0.83
0.78
0.79
0.73
0.72
0.79
0.7
0.72
0.78
0.72
0.85
0.81
0.81
0.87
0.82
0.8
0.83
0.8
0.86
0.73
0.73
0.84
0.76
0.76
0.81
0.74
0.82
0.8
0.83
1.2
0.81
0.81
0.85
0.83
0.84
0.81
0.72
0.83
0.75
0.73
0.8
0.76
0.76
0.76
0.82
0.85
0.8
0.84
0.84
0.84
0.82
0.81
0.82
0.82
0.76
0.77
0.82
0.76
0.73
0.81
0.83
0.88
0.8
0.81
0.88
0.82
0.81
0.88
0.81
0.8
0.74
0.74
0.83
0.73
0.74
0.82
0.75
0.83
0.82
0.83
0.89
0.84
0.83
0.88
0.82
0.88
0.77
0.77
0.81
0.76
0.78
0.82
0.77
0.78
0.8
0.81
0.86
0.83
0.82
0.87
0.81
0.88
0.82
0.74
0.8
0.75
0.76
0.82
0.74
0.81
0.75
0.82
0.85
0.78
0.79
0.84
0.79
0.82
0.82
0.76
0.79
0.74
0.74
0.82
0.74
0.74
0.74
0.73
0.85
0.81
0.79
0.86
0.69
0.8
0.86
0.8
0.82
0.73
0.72
0.79
0.75
0.72
0.76
0.74
0.87
0.83
0.83
0.84
0.82
0.82
0.88
0.84
0.87
0.73
0.75
0.81
0.73
0.78
0.79
0.75
0.8
0.79
0.79
0.89
0.82
0.82
0.87
0.8
0.88
0.84
0.77
0.78
0.72
0.72
0.8
0.74
0.8
0.74
0.81
0.87
0.8
0.82
0.86
0.85
0.87
0.82
0.74
0.8
0.74
0.72
0.78
0.74
0.82
0.73
0.8
0.86
0.82
0.82
0.85
0.79
0.86
0.79
0.8
0.82
0.74
0.74
0.79
0.74
0.82
0.76
0.75
0.83
0.84
0.81
0.88
0.81
0.87
0.79
0.8
0.85
0.76
0.74
0.77
0.71
0.73
0.72
0.75
0.77
0.81
0.81
0.86
0.8
0.79
0.82
0.8
0.86
0.8
0.72
0.78
0.73
0.72
0.77
0.73
0.82
0.72
0.78
0.85
0.79
0.83
0.86
0.79
0.88
0.81
0.76
0.87
0.74
0.75
0.81
0.76
0.82
0.75
0.83
0.84
0.82
0.82
0.88
0.85
0.87
0.84
0.83
0.8
8.51
0.74
0.83
0.74
0.8
0.76
0.74
0.88
0.8
0.81
0.85
0.82
0.87
0.8
0.85
0.87
0.74
0.76
0.81
0.72
0.73
0.75
0.75
0.78
0.78
0.8
0.85
0.8
0.82
0.81
0.82
0.87
0.81
0.74
0.8
0.75
0.73
0.74
0.72
0.81
0.73
0.84
0.84
0.86
0.83
0.88
0.82
0.87
0.82
0.84
0.78
0.71
0.76
0.79
0.73
0.8
0.77
0.75
0.88
0.83
0.8
1.43
0.79
0.88
0.82
0.82
0.85
0.74
0.74
0.79
0.74
0.81
0.77
0.73
0.79
0.85
0.82
0.87
0.81
0.85
0.87
0.83
0.84
0.74
0.73
0.79
0.75
0.8
0.75
0.73
0.82
0.74
0.83
0.86
0.8
0.86
0.82
0.82
0.88
0.81
0.73
0.81
0.74
0.8
0.76
0.75
0.81
0.74
0.81
0.89
0.82
0.81
0.82
0.83
0.88
0.81
0.82
0.8
0.75
0.75
0.76
0.75
0.82
0.74
0.74
0.86
0.82
0.81
0.87
0.81
0.86
0.78
0.82
0.84
0.74
0.75
0.81
0.76
0.77
0.74
0.74
0.79
0.81
0.83
0.87
0.81
0.88
0.81
0.8
0.85
0.73
0.71
0.81
0.73
0.79
0.74
0.74
0.78
0.82
4.4
0.87
0.8
0.87
0.82
0.82
0.88
0.8
