CPU Usage (%)
0.81
0.85
0.85
0.82
0.81
0.83
0.85
0.82
0.83
0.84
0.83
0.83
0.85
0.84
0.83
0.85
0.83
0.82
0.82
1.02
0.84
0.83
0.84
0.84
0.84
1.63
0.75
0.83
0.84
0.83
0.84
0.84
0.82
0.84
0.81
0.82
0.83
0.83
0.82
0.8
0.85
0.84
0.83
0.83
0.85
0.83
0.83
0.84
0.84
1.32
0.83
0.85
0.81
0.84
0.82
0.82
0.83
0.83
0.82
0.83
0.84
1.71
0.82
0.84
0.81
0.83
0.81
0.84
0.82
0.73
0.72
0.73
0.74
1.41
0.71
0.71
0.72
0.74
0.73
0.75
0.73
0.71
0.73
0.74
0.73
0.7
0.7
0.73
0.68
0.71
0.73
0.72
0.74
0.73
0.74
0.73
0.69
0.74
0.71
0.72
0.7
0.71
0.72
0.72
0.71
0.72
0.75
1.09
0.73
0.73
0.75
0.73
0.73
0.7
0.73
0.71
0.72
0.73
0.74
0.74
0.72
0.73
0.7
0.71
0.71
0.72
0.74
0.75
0.74
0.74
0.74
1.45
0.71
0.73
0.74
0.74
0.74
0.73
0.75
0.71
0.74
0.75
0.74
0.73
0.73
0.74
0.74
0.71
0.73
0.74
0.76
0.74
0.76
0.73
0.72
0.75
0.73
0.72
0.85
0.74
0.75
0.8
0.74
0.74
0.74
0.73
0.72
0.73
0.75
0.74
0.71
0.75
0.72
0.73
0.74
0.75
0.73
0.74
0.71
0.71
0.72
0.73
0.73
0.74
0.73
0.75
0.76
1.26
0.73
0.7
0.71
0.7
0.72
0.72
0.74
0.74
0.73
0.73
0.72
0.7
0.71
0.74
0.72
0.71
0.71
0.75
0.73
0.73
0.75
0.74
0.74
0.7
0.74
0.7
0.72
0.71
0.72
0.73
0.72
0.75
0.75
0.74
1.05
0.72
0.72
0.72
0.7
0.72
0.73
0.74
0.72
0.73
0.74
0.72
0.7
0.7
0.7
0.73
0.72
0.72
0.74
0.72
0.75
0.74
0.75
1.48
0.73
0.75
0.73
0.72
0.73
0.71
0.73
0.75
1.34
0.73
1.45
0.73
0.74
0.74
0.73
0.73
0.75
0.75
0.74
0.76
0.75
0.75
0.72
0.73
0.72
0.74
0.76
0.75
0.75
0.74
0.72
0.75
0.73
0.72
0.73
0.77
0.73
0.73
0.74
0.74
0.74
0.75
0.72
0.73
0.73
0.75
0.74
0.74
0.75
0.72
0.75
0.74
0.74
0.74
0.74
0.76
0.75
0.72
0.74
0.73
0.73
0.73
0.74
0.72
0.72
0.53
0.73
0.73
0.73
0.73
0.75
0.75
0.74
0.73
0.73
0.75
0.75
0.73
0.73
0.74
0.75
0.72
0.75
0.71
0.73
0.74
0.74
0.74
0.75
1.45
0.73
0.73
0.73
0.71
0.73
0.75
0.74
0.74
0.73
0.76
0.73
0.74
0.74
0.73
0.74
0.76
0.72
0.73
0.75
0.75
0.73
0.73
0.74
0.75
0.75
0.73
0.73
0.75
0.74
1.03
0.76
0.75
0.75
0.52
0.73
0.72
0.74
0.72
0.73
0.73
0.75
0.73
0.73
0.75
0.75
0.72
0.73
0.73
0.73
0.74
0.73
0.75
0.73
0.74
0.74
0.74
0.75
0.71
0.59
0.73
0.74
0.5
0.73
0.73
0.73
0.75
0.71
0.73
0.74
0.73
0.74
0.73
0.72
0.74
0.74
0.71
0.73
1.07
0.72
0.73
0.74
0.72
0.73
0.73
0.72
0.75
0.72
0.75
0.76
0.75
0.75
0.73
0.71
0.74
0.64
0.75
0.75
0.62
0.72
0.74
0.75
0.73
1.42
0.72
0.75
0.75
0.73
0.74
0.73
0.73
0.75
0.75
0.73
0.74
0.73
0.74
0.73
0.73
0.73
0.72
0.75
0.77
0.75
0.73
0.74
0.74
0.72
0.75
0.73
0.74
0.74
0.73
0.74
0.72
0.74
0.74
0.41
0.76
0.73
0.71
0.74
0.72
0.73
0.74
0.72
0.72
0.73
0.73
0.74
0.74
0.73
0.72
0.66
0.74
0.73
0.73
1.06
0.72
0.63
0.75
0.73
0.73
0.73
0.75
0.72
0.74
0.72
1.5
0.75
0.73
0.7
0.72
0.72
0.71
0.72
0.75
0.73
0.75
0.73
0.74
0.75
0.73
0.72
0.73
0.74
0.74
0.74
0.73
0.72
0.5
0.74
0.72
0.74
0.72
0.74
0.72
0.74
0.74
0.73
0.74
0.72
1.51
0.73
0.73
0.51
0.72
0.73
0.73
0.74
0.73
0.73
0.73
1.57
0.73
0.71
0.74
0.73
0.73
0.74
0.76
0.72
0.72
0.74
0.75
0.73
0.74
0.73
0.73
0.72
0.74
0.74
0.68
0.74
0.73
0.73
0.73
0.74
0.74
0.72
0.74
0.72
0.74
0.75
0.73
0.72
0.73
0.74
0.72
0.73
0.73
0.75
0.73
0.74
0.76
0.36
0.73
0.73
1.43
0.74
0.74
0.74
0.73
0.72
0.73
0.71
0.71
0.74
0.73
0.72
0.56
0.44
0.73
0.74
0.73
0.73
0.74
0.73
0.76
0.75
1.43
0.74
0.72
0.72
0.72
0.72
0.73
0.72
0.73
0.75
0.75
1.46
0.76
0.74
0.72
0.73
0.73
0.73
0.73
0.72
0.73
0.73
0.75
0.75
0.73
0.73
0.75
0.75
0.74
0.75
0.72
0.76
0.75
0.73
0.72
0.74
0.72
0.74
0.73
0.73
0.73
0.71
0.75
0.74
0.74
0.74
0.74
0.73
0.72
0.32
0.73
0.75
0.73
0.74
0.72
0.73
0.73
0.73
0.72
0.75
0.74
0.72
0.75
1.22
0.73
0.73
0.74
0.73
0.72
0.73
0.74
0.73
0.74
0.73
0.74
0.72
0.74
0.72
0.75
0.74
0.74
0.75
0.75
0.72
0.73
0.75
0.75
0.75
0.73
0.75
1.46
0.75
0.72
0.74
0.75
0.74
0.73
0.73
0.73
0.74
0.75
0.74
0.71
0.71
0.73
0.67
0.73
0.74
0.74
0.74
0.74
0.75
0.75
1.44
0.73
0.76
0.76
0.74
0.74
0.72
0.75
0.73
0.76
0.75
1.39
0.73
0.72
0.76
0.74
0.72
0.72
0.74
0.73
0.73
0.75
1.46
0.72
0.74
0.71
0.75
0.74
0.73
0.72
0.72
0.74
0.74
0.73
0.74
0.75
0.72
0.74
0.73
0.72
0.73
0.74
0.74
0.73
0.75
0.83
0.73
0.74
0.72
0.72
0.74
0.73
0.73
0.71
0.72
0.73
1.48
0.68
0.73
0.72
0.71
0.73
0.74
0.75
0.73
0.73
0.75
0.72
0.72
0.73
0.75
0.72
0.72
0.72
0.73
0.73
0.75
0.72
0.72
0.73
0.72
0.73
0.73
0.72
0.72
0.74
0.72
0.72
0.73
0.75
0.72
0.71
0.73
0.71
0.71
0.73
0.73
0.71
0.72
0.74
0.74
0.72
0.73
0.74
0.73
0.75
0.73
0.72
0.73
0.73
0.73
0.74
1.41
0.72
0.73
0.73
0.74
0.74
0.72
0.74
0.72
0.73
0.71
0.72
0.74
0.74
0.74
0.72
0.73
0.72
0.72
0.73
0.73
0.74
0.73
0.74
0.51
0.73
0.73
0.71
0.87
0.75
0.73
0.74
0.73
